"K"	"PAC_REAL"	"PAC_REF"	"RCSI"	"MONTECARLO_P"	"BETA_P"	"P_SCORE"
"1"	2	0.603850425768234	0.663169196593854	0.0937036283001679	0.316831683168317	0.31095869480905	0.507297295242808
"2"	3	0.533135875601629	0.629303961495742	0.165838067836523	0.118811881188119	0.106258549346272	0.973636117423171
"3"	4	0.500185116623473	0.532221399481673	0.0620813040587576	0.267326732673267	0.266346509812566	0.57455298980866
"4"	5	0.475009255831174	0.45068122917438	-0.0525740091356602	0.683168316831683	0.715762015936133	0.145231352477227
"5"	6	0.426138467234358	0.386194002221399	-0.098424494277359	0.831683168316832	0.840557696788114	0.0754324707590751
"6"	7	0.389485375786746	0.339785264716772	-0.136512474766509	0.96039603960396	0.911631256999043	0.040180792630007
"7"	8	0.354313217326916	0.306082932247316	-0.146325230993429	0.940594059405941	0.922283253989466	0.0351356768289864
"8"	9	0.31803035912625	0.276756756756757	-0.139007861224502	0.940594059405941	0.910205074449009	0.0408607476045541
"9"	10	0.298407997038134	0.254527952610144	-0.159051004298141	0.940594059405941	0.924524960951615	0.0340813589696975
