	antecedent	consequent	confidence	lift
19674	2,19,59,64	35	0.9800853485064012	1.4522124841309902
19675	4,36,57	19	0.9690576652601969	1.4420750137457357
19676	29,39,52	45	0.9491298527443106	1.4078589204323575
19677	3,35,47,59	44	0.9705882352941176	1.436595690907942
19678	8,24,31,35,57	64	0.9857142857142858	1.458984195181832
19679	24,40,50	18	0.9598337950138505	1.4237362427654316
19680	58,61	30	0.9021065675340768	1.3366697312494171
19681	19,24,31,36	3	0.9613793103448276	1.503723824807233
19682	6,45,57	59	0.9585062240663901	1.418712756996225
19683	12,33,55	31	0.9707112970711297	1.436777838199803
19684	29,47,53	30	0.9427012278308322	1.3968196687643946
19685	17,31,51,57	47	0.9858356940509915	1.4591638951689219
19686	17,18,44	24	0.9719495091164095	1.438610551624503
19687	15,35,54	18	0.9660326086956522	1.43293103851734
19688	18,34,40	23	0.9389416553595658	1.3912490334252492
19689	18,31,35,37,44	47	0.9857752489331437	1.4590744286035144
19690	22,24,61	36	0.9717912552891397	1.4383763155622282
19691	24,35,44,59,62	47	0.9899425287356322	1.4652425398471547
19692	29,37,52,53	51	0.9663394109396914	1.430306883216858
19693	35,44,65	45	0.9262734584450402	1.3739556789421588
19694	33,45,52	24	0.965034965034965	1.4283761351430522
19695	30,51,52	57	0.9678770949720671	1.432582853782501
19696	31,32,34,64	51	0.973463687150838	1.4408517302834098
19697	45,47,61	35	0.9691444600280504	1.4360011461490898
19698	2,31,54,57	8	0.9571823204419889	1.42286649144451
19699	15,59,63	18	0.9719495091164095	1.4417076679896796
19700	18,32,37,57	59	0.9773691654879774	1.4466323416137838
19701	10,57,64	44	0.9557399723374828	1.4146183478851249
19702	17,53,62	24	0.972027972027972	1.4387266868469875
19703	6,48,65	36	0.9625	1.424624060150376
19704	24,31,52,54	18	0.9786931818181818	1.451710661512868
19705	35,51	45	0.9130434782608695	1.3543314456872748
19706	19,38,47	2	0.9577656675749319	1.503190307423982
19707	26,65	52	0.9054726368159204	1.3416573048734821
19708	54,64,69	31	0.9636363636363636	1.4263060248022652
19709	15,19,24,57	4	0.9564032697547684	1.4611127557894357
19710	28,29,31,38	59	0.9731638418079096	1.4404079205277114
19711	33,36,38,53	37	0.9664804469273743	1.4305156346572736
19712	3,6,36,64	35	0.9732016925246827	1.442012830429046
19713	9,39,65	21	0.9302013422818792	1.3797819694988478
19714	31,33,38,59	6	0.9375	1.4088058887677208
19715	36,51,60	45	0.9443690637720489	1.400797168867474
19716	43,53,61	36	0.9706293706293706	1.4366565765062005
19717	4,24,38	44	0.9696132596685083	1.4351526013138607
19718	34,37,57,65	31	0.983026874115983	1.4550064796260198
19719	44,47,58,62	24	0.9786931818181818	1.4485920564398007
19720	16,22,36	48	0.9451303155006858	1.400418897591339
19721	24,29,37,51	18	0.9636363636363636	1.429376651335747
19722	8,29,34	16	0.96105702364395	1.4255506766214887
19723	18,34,37,59	35	0.9585062240663901	1.4202382545843932
19724	6,29,51,58	31	0.9815078236130867	1.45275808908575
19725	6,24,32,57	31	0.9844192634560907	1.4570673953195412
19726	18,31,35,54	23	0.951856946354883	1.4103858839537946
19727	6,31,36,57,59	24	0.9787835926449788	1.448725876116843
19728	24,32,53,57	44	0.9636871508379888	1.426381196406819
19729	10,37,47	35	0.9691011235955056	1.4359369336716201
19730	32,35,44,51	31	0.9734265734265735	1.4407967971877746
19731	30,39,58	51	0.953103448275862	1.4107159524426829
19732	3,18,19,53	24	0.9801136363636364	1.4506945122546626
19733	47,50,57	30	0.9288590604026845	1.376309446489139
19734	12,33,54,64	47	0.9786931818181818	1.4485920564398007
19735	24,37,40,59	18	0.9787535410764873	1.4518001933298166
19736	24,44,53,66	36	0.9843081312410842	1.4569029053170934
19737	6,32,35,47	31	0.9815864022662889	1.45287439562078
19738	8,38,51	9	0.9362279511533242	1.4068943475346574
19739	31,35,38,63	24	0.9731638418079096	1.4404079205277114
19740	11,51,59	18	0.9546079779917469	1.4159847079360897
19741	37,44,54,57	18	0.9775596072931276	1.4500292129708612
19742	11,31,58	51	0.9583911234396671	1.4185423932329337
19743	2,6,17	24	0.9773049645390071	1.4465373159342123
19744	33,35,40,59	31	0.9885550786838341	1.4631889349369744
19745	29,50,63	6	0.9400544959128065	1.4126445969115022
19746	8,39,51,57	31	0.9745762711864406	1.4424984980611333
19747	15,47,53,54	31	0.9857549857549858	1.4590444364880455
19748	6,38,59	23	0.9338731443994602	1.3837389171854368
19749	3,37,57,64	59	0.9815602836879432	1.452835736758309
19750	6,39,64	48	0.9443690637720489	1.3992909353525629
19751	8,35,37,59	31	0.9856938483547926	1.458953945255536
19752	31,47,60	45	0.9340369393139841	1.3854713696175136
19753	28,48,58	37	0.9557399723374828	1.4146183478851249
19754	30,68,69	61	0.9336941813261164	1.3819877356255512
19755	12,17,33	24	0.9624478442280946	1.4245468628854074
19756	5,31,38	8	0.953168044077135	1.416899206837424
19757	53,57,62	30	0.9418918918918919	1.3956204591688464
19758	5,30,33	31	0.9665271966527197	1.430584830276528
19759	25,44,69	65	0.9623955431754875	1.4260011381675504
19760	21,34,51	65	0.9530386740331491	1.4121368739975049
19761	31,33,35,57,62	47	0.9885550786838341	1.4631889349369744
19762	3,36,51,64	31	0.9745403111739745	1.4424452726076658
19763	24,59,62	60	0.9353099730458221	1.385867895545315
19764	8,31,35	6	0.9441489361702128	1.4187974198937332
19765	18,37,46,51	31	0.9732394366197183	1.4405198105928805
19766	15,23,42	4	0.9664804469273743	1.4765078224677626
19767	37,54,61	18	0.976123595505618	1.4478991545820685
19768	2,63,65	24	0.9786931818181818	1.4485920564398007
19769	22,62,63	30	0.9611111111111111	1.4240979689366788
19770	31,36,64	30	0.9316688567674113	1.3804727791671967
19771	8,24,31,47,51	57	0.9843081312410842	1.4569029053170934
19772	4,35,44,47	62	0.9759547383309759	1.4445388071107248
19773	2,3,15,54	19	0.9717912552891397	1.4461429263374022
19774	28,36,47	3	0.961218836565097	1.5034728226863832
19775	3,15,19,24	4	0.9598337950138505	1.4663536247550841
19776	22,28,29	37	0.9583911234396671	1.4185423932329337
19777	31,37,47,60	44	0.9544198895027625	1.412664455139427
19778	29,43,44	35	0.9667590027700831	1.4324665653948114
19779	9,29,66	45	0.9546079779917469	1.4159847079360897
19780	21,61,68	46	0.9416553595658074	1.395269984388906
19781	37,38,53,58	31	0.9759206798866855	1.4444883962232573
19782	48,57,59	45	0.9427012278308322	1.398323242143043
19783	8,36,38,59	64	0.9773371104815864	1.446584896072638
19784	2,24,62	23	0.9285714285714286	1.375883256528418
19785	8,31,38,54	47	0.9773371104815864	1.446584896072638
19786	36,39,51,59	45	0.9529737206085753	1.413560588803678
19787	18,41,63	24	0.9678321678321679	1.4325163558246263
19788	18,40,53,59	38	0.9732016925246827	1.4404639444672531
19789	20,22,47	57	0.9704641350210971	1.436412006508133
19790	24,30,51,57	31	0.9787835926449788	1.448725876116843
19791	45,46,65	36	0.9582753824756607	1.4183710816879274
19792	51,53,57,58	38	0.9704225352112676	1.4363504334276334
19793	36,47,66	30	0.9365721997300944	1.3877381626108283
19794	18,24,31,35,53	64	0.9787835926449788	1.448725876116843
19795	30,37,51,59	31	0.9773049645390071	1.4465373159342123
19796	32,35,47,57,64	31	0.9871060171919771	1.461044137154183
19797	32,36,51,66	31	0.9800853485064012	1.450652642579829
19798	33,39,45,64	35	0.9705056179775281	1.4380180016914341
19799	16,44,62	35	0.9691444600280504	1.4360011461490898
19800	10,22,61	21	0.9475806451612904	1.405560956977673
19801	11,31,35	18	0.9573002754820936	1.4199782342457752
19802	18,54,59,66	57	0.9814814814814815	1.4527190993356407
19803	31,43,54,64	24	0.9787535410764873	1.4486813959220186
19804	3,40,43	36	0.9667128987517337	1.4308596933188926
19805	30,55,64	31	0.9557399723374828	1.4146183478851249
19806	18,31,32,51	35	0.9679218967921897	1.4341896492254167
19807	23,53,54	18	0.967032967032967	1.4344148854374905
19808	39,42	9	0.9302013422818792	1.3978380039961065
19809	18,24,38,39	44	0.9690576652601969	1.4343302499769615
19810	3,31,33,36	44	0.9622905027932961	1.4243139772815918
19811	34,37,45,51	31	0.976056338028169	1.4446891877581276
19812	33,35,44,53	18	0.9705056179775281	1.4395659220377113
19813	31,32,33,47,62	24	0.9842857142857143	1.4568697253337424
19814	8,18,31,37	57	0.9787234042553191	1.4486367895422445
19815	18,29,39,47	31	0.9899425287356322	1.4652425398471547
19816	31,33,47,61	38	0.9732770745428974	1.4405755195704752
19817	34,37,47,66	31	0.9872340425531915	1.461233631190438
19818	31,37,47,59,64	18	0.9746478873239437	1.4457102139207691
19819	9,21,58	51	0.9582753824756607	1.4183710816879274
19820	15,19,29	31	0.9664804469273743	1.4305156346572736
19821	21,38,66	37	0.9529737206085753	1.4105239387740245
19822	23,29,35	18	0.9636363636363636	1.429376651335747
19823	19,31,47,54,57	44	0.971830985915493	1.438435122010257
19824	5,26	21	0.9340511440107672	1.3854924396629034
19825	24,31,44,53,64	35	0.9787234042553191	1.4501944635094945
19826	8,30,58	35	0.9601100412654745	1.4226146632944343
19827	35,45,47,57	59	0.9731638418079096	1.4404079205277114
19828	18,34,44,54	31	0.9828815977175464	1.4547914518311265
19829	29,35,36,57	44	0.9691011235955056	1.4343945739147226
19830	16,45,57	60	0.9679218967921897	1.4341896492254167
19831	24,34,38,57,59	31	0.9899569583931134	1.4652638976001182
19832	8,50,57	59	0.967741935483871	1.4323828003187693
19833	4,15,24,44	23	0.9464285714285714	1.4023425499231952
19834	48,49,63	39	0.9599447513812155	1.420841962839221
19835	36,39,57,61	38	0.9649859943977591	1.4283036522879828
19836	18,31,38,44,47	35	0.981638418079096	1.4545136990462306
19837	29,45,57,66	31	0.9815602836879432	1.452835736758309
19838	15,23,29	18	0.9582753824756607	1.4214246254590532
19839	24,31,36,44,59	35	0.976056338028169	1.4462426169922764
19840	19,32,58	35	0.965034965034965	1.4299120234604106
19841	18,51,53,57	59	0.9777468706536857	1.4471913939428345
19842	25,48,63	65	0.9622905027932961	1.425845497687271
19843	3,15,40	4	0.9538670284938942	1.4572380989629559
19844	31,33,53,58	32	0.9664335664335665	1.4319843597262953
19845	18,31,37,53,64	47	0.9871428571428571	1.4610986650299216
19846	34,53,66	45	0.9435483870967742	1.399579846522449
19847	33,39,47,53,64	31	0.9885386819484241	1.4631646656551325
19848	24,33,53,59,64	31	0.9899856938483548	1.4653064297776937
19849	12,18,37,47	23	0.9556786703601108	1.416048610490573
19850	18,24,36,53,64	35	0.9814814814814815	1.4542811628833137
19851	15,34,37	18	0.9845938375350141	1.4604631949658229
19852	6,23,39	44	0.9556786703601108	1.4145276130571778
19853	2,3,58	44	0.957004160887656	1.416489509885274
19854	35,48,60	44	0.9596100278551533	1.4203465288769077
19855	12,23,55	18	0.9582753824756607	1.4214246254590532
19856	29,31,50	45	0.929427430093209	1.378634013636644
19857	34,37,51,57	18	0.9653259361997226	1.4318828203263916
19858	28,35,65	44	0.9584487534626038	1.4186276930950248
19859	31,38,47,53	51	0.9657064471879286	1.4293700152792326
19860	24,35,47,59	6	0.9451303155006858	1.4202721644056109
19861	29,47,57,59	35	0.96105702364395	1.4240178264315733
19862	3,21,64	57	0.9717912552891397	1.4383763155622282
19863	36,39,47,57,64	31	0.9871244635193133	1.4610714400962552
19864	3,36,37,59	40	0.9636363636363636	1.427839687194526
19865	24,36,53,54,57	31	0.9787535410764873	1.4486813959220186
19866	18,31,36,51,59	57	0.9843081312410842	1.4569029053170934
19867	25,31,51,57	59	0.9732394366197183	1.4405198105928805
19868	17,20,65	41	0.9491758241758241	1.4049025625287708
19869	24,31,44,54,59	19	0.9759547383309759	1.4523386926782773
19870	3,28,45	31	0.9678321678321679	1.4325163558246263
19871	8,31,32,57	35	0.97054698457223	1.438079295419928
19872	18,37,51,64	31	0.980309423347398	1.4509843022263311
19873	2,6,54,59	31	0.9786931818181818	1.4485920564398007
19874	33,49,60	31	0.9680111265646731	1.4327812378153808
19875	18,24,44,57,59	31	0.985734664764622	1.4590143588030602
19876	19,24,53,54,57	31	0.9801136363636364	1.4506945122546626
19877	18,44,53,64	35	0.9789029535864979	1.4504605054217143
19878	23,32,33,47	31	0.9871794871794872	1.4611528822055138
19879	6,29,47	44	0.9573002754820936	1.416927797652336
19880	12,22,34	31	0.9622905027932961	1.4243139772815918
19881	18,19,51	3	0.9443690637720489	1.477117559452762
19882	5,62,64	8	0.96105702364395	1.4286262983617724
19883	3,24,47	23	0.9470108695652174	1.403205352968677
19884	2,24,47,57,59	31	0.9843304843304843	1.456935990770577
19885	32,33,47,53	24	0.9706293706293706	1.4366565765062005
19886	12,24,39	44	0.961218836565097	1.4227277731328718
19887	21,24,28	51	0.9425444596443229	1.3950872882812855
19888	18,29,51,59	31	0.9774647887323944	1.4467738763407512
19889	30,31,33,62	47	0.9828815977175464	1.4547914518311265
19890	19,31,47,57,64	24	0.9899856938483548	1.4653064297776937
19891	24,30,35,64	36	0.9786931818181818	1.4485920564398007
19892	34,36,37,53	18	0.971830985915493	1.441531860701345
19893	28,31,35	9	0.9364005412719891	1.4071537032418768
19894	24,31,53,66	18	0.9611111111111111	1.4256309053940917
19895	18,50,57	6	0.9327956989247311	1.4017366119065209
19896	36,47,57,65	44	0.971830985915493	1.438435122010257
19897	6,21,63	46	0.9465020576131687	1.4024514359042437
19898	4,31,47,62	24	0.9856938483547926	1.458953945255536
19899	37,57,69	60	0.957004160887656	1.4180126168851508
19900	18,38,49	31	0.9704225352112676	1.4363504334276334
19901	2,31,35,51	47	0.9871428571428571	1.4610986650299216
19902	10,39,52	36	0.9676966292134831	1.432315741198904
19903	21,31,58	51	0.9694019471488178	1.434839831547874
19904	24,38,44,65	31	0.9719101123595506	1.4385522393463595
19905	29,31,37,39,53	57	0.9800853485064012	1.450652642579829
19906	24,47,64,65	44	0.9692307692307692	1.4345864661654135
19907	17,34,54	31	0.9718706047819972	1.438493763039304
19908	28,38,54	44	0.9467213114754098	1.4012695673610254
19909	23,24,47,54	31	0.9801980198019802	1.4508194106199017
19910	33,50,54	31	0.976056338028169	1.4446891877581276
19911	18,39,57,65	31	0.9759206798866855	1.4444883962232573
19912	40,51,63	31	0.9611111111111111	1.4225683255758443
19913	35,57,65	6	0.9386920980926431	1.4105972859014855
19914	30,57,58	44	0.9491059147180193	1.4047990875203336
19915	32,62,64	6	0.931266846361186	1.3994391649789688
19916	4,36,65	24	0.9899425287356322	1.4652425398471547
19917	2,33,38	44	0.9722607489597781	1.4390712267095318
19918	33,34,35,51	31	0.9844413012729845	1.4571000141290789
19919	12,23,31,59	33	0.969187675070028	1.4345226812529521
19920	28,40,59	3	0.9549795361527967	1.4937137353218546
19921	12,15,19,24	47	0.9676966292134831	1.432315741198904
19922	34,52,53	45	0.9470827679782904	1.4048224480883575
19923	19,24,36,53	3	0.9573002754820936	1.497343677201277
19924	31,44,60	45	0.9288590604026845	1.3777909421258334
19925	32,37,63	24	0.9706293706293706	1.4366565765062005
19926	37,46,57	45	0.939106901217862	1.3929917221509298
19927	12,24,31,66	47	0.9801418439716312	1.4507362631502767
19928	33,35,45	48	0.9415760869565217	1.3951525245441796
19929	38,51,53,57,64	31	0.9856938483547926	1.458953945255536
19930	18,33,38,47,59	31	0.9899713467048711	1.4652851941560818
19931	6,35,44,57	59	0.9732394366197183	1.4405198105928805
19932	60,61,66	37	0.955617198335645	1.414436626537614
19933	31,36,53,54,59	24	0.9828815977175464	1.4547914518311265
19934	18,30,39	35	0.9652294853963839	1.4302002482539968
19935	28,47,59,64	31	0.9800853485064012	1.450652642579829
19936	15,44,59,62	47	0.9899425287356322	1.4652425398471547
19937	42,64	7	0.9137931034482759	1.3944705388169705
19938	15,50,57	6	0.9466484268125855	1.4225534701720206
19939	29,37,38,52	57	0.9843971631205674	1.4570346839743735
19940	28,36,39,53	59	0.9732394366197183	1.4405198105928805
19941	2,36,40	43	0.9558011049723757	1.4147088320643755
19942	12,31,66	6	0.9379217273954116	1.4094396296083722
19943	54,55	30	0.9045848822800495	1.3403419008407615
19944	34,37	45	0.9234567901234568	1.3697776714640728
19945	39,55,65	24	0.9570637119113573	1.4165776530761012
19946	15,23,55	4	0.9663865546218487	1.4763643816728464
