	antecedent	consequent	confidence	lift
3652	6,36,54,59	31	0.9759206798866855	1.4444883962232573
3653	16,47,57,64	59	0.9718706047819972	1.438493763039304
3654	47,51,59,63	57	0.9829302987197724	1.4548635355916717
3655	19,47,59,64	44	0.9733520336605891	1.4406864687264143
3656	20,24,55	54	0.9623430962343096	1.424391822353253
3657	35,47,57,65	44	0.9746835443037974	1.4426572761016463
3658	19,28,33	24	0.9732016925246827	1.4404639444672531
3659	6,37,40	44	0.9491758241758241	1.4049025625287708
3660	34,36,63	45	0.9495912806539509	1.4085433635534386
3661	3,53,54	43	0.9477303988995873	1.4027631468137822
3662	8,34,49	31	0.9663394109396914	1.430306883216858
3663	29,31,38,39	45	0.9519230769230769	1.4120021528525295
3664	5,18,31	12	0.96105702364395	1.4270868303678481
3665	8,18,47,64	35	0.9786931818181818	1.4501496823069404
3666	32,36,46	51	0.969187675070028	1.4345226812529521
3667	19,44,54,65	24	0.9829302987197724	1.4548635355916717
3668	26,60	23	0.9027237354085603	1.3375842014978454
3669	9,18,31,36	51	0.9745762711864406	1.4424984980611333
3670	31,36,57,61	34	0.9582753824756607	1.419896211883291
3671	31,32,35,54	18	0.9720670391061452	1.4418820020325815
3672	33,37,45	48	0.9413369713506139	1.3947982220657484
3673	25,36,51	18	0.9544198895027625	1.4157057133851525
3674	18,31,33,40	35	0.9704641350210971	1.4379565355473891
3675	12,25,38	59	0.9676966292134831	1.432315741198904
3676	35,43,48	36	0.971830985915493	1.438435122010257
3677	3,29,40	59	0.9651324965132496	1.428520494302103
3678	31,33,44,53	18	0.9666666666666667	1.433871546465734
3679	12,39,60	16	0.955617198335645	1.417481700007017
3680	31,32,33,38,57	47	0.9815078236130867	1.45275808908575
3681	3,11,39	36	0.9691444600280504	1.4344587174206804
3682	16,42	9	0.9102902374670184	1.3679170635000562
3683	19,39,47	44	0.9720670391061452	1.4387845111581827
3684	4,15,35,62	44	0.9815078236130867	1.45275808908575
3685	35,48,65	44	0.9636871508379888	1.426381196406819
3686	8,31,62,64	24	0.9773049645390071	1.4465373159342123
3687	2,31,32	35	0.9683195592286501	1.4347788737818064
3688	31,36,37,53,64	47	0.9871611982881597	1.461125812289027
3689	36,40,54	6	0.9455040871934605	1.4208338409515688
3690	9,17,41	24	0.9557399723374828	1.4146183478851249
3691	24,31,54,66	36	0.9773691654879774	1.4466323416137838
3692	34,44,64	45	0.9401360544217687	1.3945182809399326
3693	44,48,60	31	0.9556786703601108	1.4145276130571778
3694	40,51	6	0.9125475285171103	1.3713091540856903
3695	4,50,59	15	0.980225988700565	1.450860808194821
3696	19,24,29,31	36	0.9745403111739745	1.4424452726076658
3697	32,36,54	45	0.9399727148703957	1.3942759968691123
3698	32,36,39,51	59	0.9731638418079096	1.4404079205277114
3699	4,24,63	15	0.9747899159663865	1.4428147198729115
3700	12,24,38	23	0.9439890710382514	1.3987278923556026
3701	22,64	26	0.9023136246786633	1.3369765320507505
3702	31,54,57,59	60	0.9327052489905787	1.3820084226978684
3703	31,36,37,47	30	0.9504132231404959	1.4082466897716166
3704	22,29,46	39	0.9624478442280946	1.4245468628854074
3705	24,53,54,57,64	31	0.9871611982881597	1.461125812289027
3706	5,31,33	23	0.9415760869565217	1.3951525245441796
3707	29,34,38,57,59	31	0.9885222381635581	1.463140326734031
3708	33,35,47,53,64	24	0.9731638418079096	1.4404079205277114
3709	36,62,63	53	0.9625520110957004	1.424701043275913
3710	15,24,57,62	4	0.9679218967921897	1.4787099487579127
3711	35,36,44	45	0.9282920469361148	1.3769498823228916
3712	10,43,57	24	0.9637377963737797	1.426456158327678
3713	24,32,33,64	18	0.9558011049723757	1.4177544915521354
3714	38,58,63	30	0.939106901217862	1.3914938815894773
3715	8,31,39,47	35	0.9788434414668548	1.4503723250982
3716	36,39,53,57,64	24	0.9745762711864406	1.4424984980611333
3717	31,47,59,64	30	0.9402985074626866	1.3932595089070776
3718	45,51,66	36	0.958904109589041	1.4193016788546708
3719	2,35,44,59	31	0.9748953974895398	1.4429708461230781
3720	46,65	26	0.9203539823008849	1.3637072985060426
3721	2,6,51	31	0.9745762711864406	1.4424984980611333
3722	12,25,44	31	0.9650837988826816	1.4284484155320463
3723	15,31,38,47	33	0.965034965034965	1.4283761351430522
3724	18,35,36,52	24	0.9801699716713881	1.4507778957713993
3725	29,59	45	0.9198998748435544	1.364501644278168
3726	33,36,38,63	57	0.9842857142857143	1.4568697253337424
3727	8,20,33	47	0.9691444600280504	1.4344587174206804
3728	12,31,33,37	44	0.9582753824756607	1.4183710816879274
3729	2,43,47,62	24	0.9759887005649718	1.4445890755945554
3730	18,24,29,31	6	0.9542936288088643	1.4340421161380752
3731	8,33,38,47	44	0.9665271966527197	1.430584830276528
3732	24,38,39,54	31	0.9829302987197724	1.4548635355916717
3733	8,23,60	31	0.9664335664335665	1.4304462454838394
3734	15,18,59	6	0.9298013245033112	1.3972368867672442
3735	17,29,57	59	0.9596662030598053	1.4204296754204206
3736	6,24,57,62	44	0.9651810584958217	1.4285923722956415
3737	10,24,39	44	0.957004160887656	1.416489509885274
3738	33,44,47,62,64	35	0.9773371104815864	1.4481403637028238
3739	23,34,47,57	31	0.9885877318116976	1.4632372657749937
3740	31,32,35,59	18	0.9586776859504132	1.4220213683957692
3741	8,31,38,47,59	57	0.9885877318116976	1.4632372657749937
3742	29,51,57,59	6	0.9465020576131687	1.4223335173292766
3743	4,23,62	24	0.9676966292134831	1.432315741198904
3744	8,19,31,57	24	0.9800853485064012	1.450652642579829
3745	21,62,63	24	0.9558620689655173	1.4147990666320975
3746	26,46,69	68	0.9623955431754875	1.4244694505862745
3747	30,55,66	47	0.9596100278551533	1.4203465288769077
3748	3,18,31,36	28	0.9556786703601108	1.4191004393924922
3749	8,47,54,64	35	0.9677871148459384	1.4339899400620464
3750	19,21,28	24	0.9651810584958217	1.4285923722956415
3751	18,37,64,66	31	0.9829302987197724	1.4548635355916717
3752	33,35,54,59	18	0.976123595505618	1.4478991545820685
3753	53,59,63	6	0.9482288828337875	1.4249284629716021
3754	8,33,38,58	31	0.9814814814814815	1.4527190993356407
3755	8,24,31,57,59	64	0.9816124469589816	1.452912945122961
3756	24,29,33,35	31	0.9871244635193133	1.4610714400962552
3757	24,33,47,59	60	0.9426229508196722	1.396703684117751
3758	18,37,59,61	31	0.985734664764622	1.4590143588030602
3759	23,24,32,35	31	0.9899569583931134	1.4652638976001182
3760	31,60,62,64	47	0.9856938483547926	1.458953945255536
3761	10,31,36	6	0.9582753824756607	1.440025602019041
3762	35,37,59	45	0.9344042838018741	1.3860162573508963
3763	9,18,24	28	0.9376693766937669	1.3923581908232876
3764	6,37,57,59	44	0.9597222222222223	1.4205125910013128
3765	2,4,19,44	24	0.9773371104815864	1.446584896072638
3766	8,23,53	51	0.9636363636363636	1.4263060248022652
3767	9,37,38,51	31	0.9745762711864406	1.4424984980611333
3768	37,57,58,63	31	0.9801136363636364	1.4506945122546626
3769	20,32,35	47	0.9663865546218487	1.4303766619429725
3770	3,18,37,64	31	0.9816124469589816	1.452912945122961
3771	9,40,52	65	0.9623955431754875	1.4260011381675504
3772	2,38,47,57,59	31	0.9814814814814815	1.4527190993356407
3773	10,28,36	35	0.9665271966527197	1.43212309353489
3774	33,44,59	30	0.9241011984021305	1.369259625159286
3775	10,28	9	0.9023136246786633	1.3559303978268245
3776	31,33,52,59	57	0.9829059829059829	1.4548275450531087
3777	19,31,38,44	24	0.9830747531734838	1.455077346802428
3778	29,34,65	45	0.9512195121951219	1.4109585444616557
3779	8,24,36,66	31	0.9759206798866855	1.4444883962232573
3780	34,52,57,59	18	0.9731638418079096	1.443508906363078
3781	2,12,24,47	31	0.9801418439716312	1.4507362631502767
3782	37,51,57,62	47	0.9857954545454546	1.45910433551411
3783	41,46,59	50	0.9676966292134831	1.432315741198904
3784	18,19,69	54	0.9745403111739745	1.4424452726076658
3785	18,35,37,44	24	0.9706703910614525	1.4367172920329554
3786	12,39,47	44	0.9613259668508287	1.4228863397641696
3787	8,53,66	6	0.9339622641509434	1.4034896401308616
3788	33,35,54,57	18	0.9732770745428974	1.443676866221865
3789	18,40,57	6	0.9328859060402684	1.4018721685098037
3790	29,37,38,64	31	0.981638418079096	1.452951385728243
3791	24,33,38,66	31	0.9843971631205674	1.4570346839743735
3792	18,31,55,64	54	0.9857954545454546	1.45910433551411
3793	31,40,51,59	18	0.9637377963737797	1.4295271080765
3794	24,33,36,44	6	0.9478021978021978	1.4242872721607727
3795	15,21,54	24	0.96105702364395	1.422488269152914
3796	18,19,37,57	59	0.9735006973500697	1.4409065101486531
3797	38,45,59	48	0.9363143631436315	1.387356120873037
3798	18,35,47	6	0.9262187088274044	1.3918531960350746
3799	13,34,66	29	0.9598893499308437	1.420759961551775
3800	36,39,57,65	59	0.9677871148459384	1.4324496715979624
3801	2,6,54,57	24	0.9773371104815864	1.446584896072638
3802	45,60,69	16	0.9676966292134831	1.4353993057655325
3803	22,24,51	65	0.9731638418079096	1.441956746248709
3804	6,53,59	23	0.9337837837837838	1.3836065097355421
3805	46,53,63	6	0.9414965986394558	1.4148116825792476
3806	28,31,34,51	37	0.9690576652601969	1.4343302499769615
3807	34,35,36,51	31	0.9801699716713881	1.4507778957713993
3808	17,19,47,57	24	0.9786931818181818	1.4485920564398007
3809	29,34,38,53	18	0.9622905027932961	1.4273803152305298
3810	24,32,62	6	0.9347536617842876	1.404678894153488
3811	31,43,44,57	35	0.9775280898876404	1.448423341790504
3812	3,47,57,64	35	0.9691444600280504	1.4360011461490898
3813	19,33,40	24	0.9692307692307692	1.4345864661654135
3814	29,31,34,64	51	0.9693593314763231	1.434776754859692
3815	4,24,52	15	0.9733893557422969	1.4407417102179216
3816	3,38,40	35	0.9556786703601108	1.416048610490573
3817	38,40,43	35	0.9691011235955056	1.4359369336716201
3818	8,33,53,58	31	0.9842857142857143	1.4568697253337424
3819	17,55,69	65	0.9693593314763231	1.4363195255638423
3820	8,31,39,59	64	0.9786931818181818	1.4485920564398007
3821	15,44	6	0.9090909090909091	1.3661148012293052
3822	24,47,63,66	31	0.9843081312410842	1.4569029053170934
3823	39,59,63	30	0.9400544959128065	1.3928979520084381
3824	31,43,53,59	47	0.9800853485064012	1.450652642579829
3825	33,51,57,59,64	31	0.9815602836879432	1.452835736758309
3826	33,37,51,57,59	31	0.9843081312410842	1.4569029053170934
3827	50,51,52	18	0.9547325102880658	1.416169428608132
3828	2,31,37,57	44	0.9663865546218487	1.4303766619429725
3829	32,35,53,57	59	0.9760225669957687	1.4446392022773031
3830	31,33,60	45	0.9274406332453826	1.3756869672897065
3831	4,25,54	19	0.9665271966527197	1.4383093703968117
3832	18,57,59,63	51	0.9676966292134831	1.432315741198904
3833	3,47,65	57	0.9759887005649718	1.4445890755945554
3834	35,37,47,53,64	31	0.9913916786226685	1.4673874684662054
3835	17,23,34	31	0.965034965034965	1.4283761351430522
3836	24,35,39	45	0.9418918918918919	1.397122741686789
3837	2,23,41	24	0.9676966292134831	1.432315741198904
3838	24,33,36,61	31	0.9829302987197724	1.4548635355916717
3839	31,50,65	9	0.9576502732240437	1.4390862339179196
3840	35,36,47,51,59	57	0.9786931818181818	1.4485920564398007
3841	18,36,39,44	35	0.9760225669957687	1.446192577763623
3842	2,38,44,62	24	0.9842857142857143	1.4568697253337424
3843	8,29,54	31	0.9732394366197183	1.4405198105928805
3844	44,63,65	26	0.9401360544217687	1.3930187989174165
3845	65,66,69	16	0.957004160887656	1.4195390029097847
3846	2,31,38,53	24	0.9842857142857143	1.4568697253337424
3847	24,47,69	31	0.9707520891364902	1.4368382157143753
3848	5,39,64	8	0.9638386648122392	1.4327612514684636
3849	6,58,65	35	0.9558011049723757	1.4162300243569181
3850	39,44,47,59	35	0.9774964838255977	1.44837651044266
3851	8,35,44,47,57	31	0.9843304843304843	1.456935990770577
3852	18,37,38,51,57	59	0.981638418079096	1.452951385728243
3853	20,31,38	6	0.9544198895027625	1.4342318514010979
3854	32,39,48	29	0.9664804469273743	1.4305156346572736
3855	35,37,53,64	18	0.9732016925246827	1.4435650509138997
3856	14,65	21	0.9142125480153649	1.3560655448494865
3857	34,54,57	45	0.9285714285714286	1.3773642934030448
3858	37,44,57,59	6	0.9570637119113573	1.4382047928177213
3859	8,35,43	6	0.9253333333333333	1.3905227190112688
3860	31,35,43,57	24	0.9746478873239437	1.442604499175504
3861	30,59	44	0.9281129653401797	1.3737268165829941
3862	63,69	26	0.91125	1.350217741935484
3863	18,29,58	6	0.94141689373297	1.4146919079215188
3864	6,9,62	44	0.9678321678321679	1.4325163558246263
3865	35,41,47	24	0.972183588317107	1.4389570190128609
3866	12,31,39	6	0.9399727148703957	1.412521702389755
3867	6,18,46	51	0.9623430962343096	1.424391822353253
3868	38,57,59	30	0.9096692111959288	1.3478754548688063
3869	6,34,66	37	0.9542936288088643	1.4124775730382544
3870	33,34,51	45	0.9406207827260459	1.395237285895039
3871	6,61,66	36	0.9719887955182073	1.4386687005629317
3872	19,33,44,59	24	0.9801980198019802	1.4508194106199017
3873	18,31,37,40	23	0.9516574585635359	1.4100902988177983
3874	20,60	6	0.9321808510638298	1.4008126638669112
3875	28,29,60	31	0.9611111111111111	1.4225683255758443
3876	30,35,38,44	47	0.9801980198019802	1.4508194106199017
3877	28,37,66	24	0.9519230769230769	1.408968850698174
3878	52,57,60	18	0.9519230769230769	1.4120021528525295
3879	18,39,64	6	0.9305740987983978	1.3983981550100242
3880	18,29,34,47	31	0.9885222381635581	1.463140326734031
3881	35,47,54,58	44	0.9732016925246827	1.4404639444672531
3882	18,19,37,51	59	0.9759887005649718	1.4445890755945554
3883	6,44,47,57	8	0.9569444444444445	1.4225128850533382
3884	10,34,65	16	0.953103448275862	1.4137530158494487
3885	26,45	41	0.905440414507772	1.3401685190029107
3886	12,31,33,54	24	0.9690576652601969	1.4343302499769615
3887	24,41,60	57	0.9649859943977591	1.4283036522879828
3888	24,44	60	0.9027946537059538	1.3376892825879618
3889	43,44,47	30	0.9325396825396826	1.3817630995050352
3890	36,65,68	9	0.9491059147180193	1.4262464018336212
3891	6,36,48	46	0.9363143631436315	1.387356120873037
3892	12,47,69	37	0.9529737206085753	1.4105239387740245
3893	8,33,47,59	44	0.9665271966527197	1.430584830276528
3894	35,36,44,63	24	0.9745403111739745	1.4424452726076658
3895	9,52,57	23	0.9399727148703957	1.3927767753671025
3896	24,29,51,59	31	0.9775596072931276	1.446914220032148
3897	3,51,62	47	0.9786931818181818	1.4485920564398007
3898	24,33,57,62	60	0.9465020576131687	1.4024514359042437
3899	18,35,36,66	53	0.9787234042553191	1.4486367895422445
3900	23,38,47,59	31	0.9802538787023978	1.450902088992378
3901	10,30,58	35	0.9569444444444445	1.4179241338112307
3902	25,47,54,57	24	0.9759547383309759	1.4445388071107248
3903	29,49,66	39	0.9706293706293706	1.4366565765062005
3904	10,29,45	36	0.9623430962343096	1.424391822353253
3905	18,37,53,58	31	0.9760900140646976	1.4447390326328178
3906	37,38,47,57,66	31	0.9857549857549858	1.4590444364880455
3907	24,43,44,62	35	0.973463687150838	1.4424010332191988
3908	2,18,45	35	0.9636871508379888	1.427914939628762
3909	9,46,53	29	0.9611111111111111	1.4225683255758443
3910	25,37,65	9	0.9469387755102041	1.4229897847906885
3911	12,35,44	6	0.9326145552560647	1.4014644025549152
3912	18,31,34,39	35	0.9625520110957004	1.4262329798815863
3913	32,38,45	35	0.9612724757952974	1.4243370662859354
3914	18,34,38,44	35	0.9788732394366197	1.4504164773587764
3915	23,29,31,47	57	0.9773371104815864	1.446584896072638
3916	2,18,60	35	0.9709141274238227	1.4386232984839007
3917	24,28,40	3	0.9586206896551724	1.499408978825003
3918	6,52,65	24	0.9707520891364902	1.4368382157143753
3919	18,24,38,63	31	0.9745762711864406	1.4424984980611333
3920	2,31,34	35	0.9628099173553719	1.4266151248555943
3921	19,28,37,59	18	0.9842857142857143	1.4600061510072275
3922	5,17,24	31	0.969187675070028	1.4345226812529521
3923	53,57,59,63	24	0.9704225352112676	1.4363504334276334
3924	23,36,53,59	31	0.9759206798866855	1.4444883962232573
3925	2,15,18,57	19	0.9691444600280504	1.442204174858157
3926	3,20,31	36	0.9717912552891397	1.4383763155622282
3927	21,28,46	50	0.953360768175583	1.4110968190611743
3928	35,44,54,59	18	0.9666203059805285	1.4338027789463599
3929	16,31,34	6	0.9238985313751669	1.3883666044001963
3930	24,31,44,51,57	59	0.9759547383309759	1.4445388071107248
3931	8,36,58,64	35	0.9733520336605891	1.442235593961604
3932	16,31,47,59	37	0.9704225352112676	1.4363504334276334
3933	11,61,63	28	0.9557399723374828	1.4191914675442363
3934	17,38,57,59	24	0.9731638418079096	1.4404079205277114
3935	25,33,39	31	0.9745403111739745	1.4424452726076658
3936	23,37,69	12	0.97054698457223	1.441178604246264
3937	24,34,37,64	31	0.9829302987197724	1.4548635355916717
3938	21,31,45	61	0.9623955431754875	1.4244694505862745
3939	24,52,63	45	0.92904953145917	1.3780734707758195
3940	2,17,54,57	47	0.985734664764622	1.4590143588030602
3941	10,22,51	65	0.9583333333333334	1.4199820788530468
3942	17,44,59	51	0.9557399723374828	1.4146183478851249
3943	47,51,53,66	36	0.9773371104815864	1.446584896072638
3944	6,19,31,59	24	0.9871977240398293	1.4611798751094358
3945	29,31,38,40	57	0.9773371104815864	1.446584896072638
3946	22,36,60	39	0.9720670391061452	1.4387845111581827
3947	37,46	45	0.9179292929292929	1.3615786497917823
3948	24,43,54	60	0.9212283044058746	1.3650027994315002
3949	15,25,65	24	0.9705056179775281	1.436473406630541
3950	41,48,61	39	0.9609483960948396	1.422327486378828
3951	18,24,37,66	31	0.984352773826458	1.456968982097593
3952	31,36,39,63	37	0.965034965034965	1.4283761351430522
3953	21,47,64	51	0.951856946354883	1.4088709689334358
3954	2,15,19,36	44	0.9719101123595506	1.4385522393463595
3955	8,19,31,54	57	0.9814814814814815	1.4527190993356407
3956	38,44,47,57,64	59	0.9759547383309759	1.4445388071107248
3957	60,65,66	16	0.9719887955182073	1.4417659421141977
3958	11,30,47	35	0.9609483960948396	1.423856870772784
3959	2,38,47,57	44	0.9707520891364902	1.4368382157143753
3960	18,24,53,57	35	0.9587345254470426	1.4205765334043279
3961	21,22,45	29	0.955617198335645	1.414436626537614
3962	16,22,48	39	0.9558620689655173	1.4147990666320975
3963	6,9,53	44	0.9465020576131687	1.4009450433844752
3964	24,31,38,43	44	0.9828815977175464	1.4547914518311265
3965	46,61,65	21	0.9521203830369357	1.4122948200483287
3966	26,35,44	47	0.9680111265646731	1.4327812378153808
3967	2,18,19,24	64	0.9650837988826816	1.4284484155320463
3968	31,33,38,57,59	18	0.9665271966527197	1.433664668447199
3969	44,47,57,64	30	0.9439124487004104	1.3986143594722211
3970	24,34,52	45	0.9453551912568307	1.4022599069450083
3971	35,44,47,57,59	51	0.9676966292134831	1.432315741198904
3972	37,44,62	6	0.953103448275862	1.432253600571579
3973	30,57,68	65	0.9717912552891397	1.4399229567617575
3974	22,59,61	57	0.9704225352112676	1.4363504334276334
3975	2,17,36	35	0.9516574585635359	1.4100902988177983
3976	33,36,39,57	18	0.9583333333333334	1.4215105848582708
3977	2,29,54	44	0.9610027855153204	1.422407989731591
3978	24,29,37,57	6	0.9544827586206897	1.4343263264768924
3979	17,31,35	18	0.9504132231404959	1.4097625634958055
3980	30,47,64	43	0.9331550802139037	1.3811897964927595
3981	33,35,36,44,47	24	0.9773049645390071	1.4465373159342123
3982	2,24,44,47,57	31	0.9800853485064012	1.450652642579829
3983	19,47,62	6	0.9203187250996016	1.3829871354277548
3984	12,18,69	23	0.9490358126721763	1.4062057525400635
3985	9,31,57,64	59	0.9691011235955056	1.4343945739147226
3986	20,59,65	6	0.9529737206085753	1.4320586553965289
3987	18,31,38,47,53	64	0.9786931818181818	1.4485920564398007
3988	19,24,33,47	2	0.9623955431754875	1.5104567864417104
3989	2,10,57	19	0.96105702364395	1.4301690913405647
3990	8,33,57,64	44	0.957004160887656	1.416489509885274
3991	31,51,57,63	18	0.9610027855153204	1.4254702243704107
3992	3,19,54,59	57	0.9773691654879774	1.4466323416137838
3993	18,31,59,66	24	0.9650837988826816	1.4284484155320463
3994	18,37,38,57,64	59	0.9814814814814815	1.4527190993356407
3995	8,35,53,59	31	0.9788434414668548	1.4488144600873532
3996	36,51,53,58	39	0.9704641350210971	1.436412006508133
3997	47,57,63,64	24	0.9705882352941176	1.436595690907942
3998	6,28,54	57	0.9691011235955056	1.4343945739147226
3999	31,33,38,44,64	47	0.9814814814814815	1.4527190993356407
4000	40,52,61	36	0.9596662030598053	1.4204296754204206
4001	36,51,61	53	0.9590163934426229	1.419467873430649
4002	18,29,34,57	59	0.973314606741573	1.4406310720621778
4003	29,57,58	45	0.9459459459459459	1.4031361824687982
4004	25,29,52	28	0.9556786703601108	1.4191004393924922
4005	33,34,51,53	31	0.9871611982881597	1.461125812289027
4006	31,33,39,60	24	0.9677871148459384	1.4324496715979624
4007	34,43,44	31	0.9717912552891397	1.4383763155622282
4008	3,17,31	23	0.965034965034965	1.4299120234604106
4009	10,33,47	43	0.9504132231404959	1.4067340724893698
4010	22,31,66	30	0.9573002754820936	1.4184513759293818
4011	16,35,51	31	0.9684065934065934	1.4333665797145925
4012	44,62,63	6	0.9516574585635359	1.4300806738283016
4013	18,68	6	0.9069462647444299	1.3628919878056973
4014	12,31,34,47	35	0.9663865546218487	1.431914701364417
4015	21,37,46	50	0.957004160887656	1.416489509885274
4016	23,67	26	0.9076723016905072	1.3449165932575473
4017	47,53,54,57,59	31	0.9899856938483548	1.4653064297776937
4018	28,29,53,59	36	0.9801699716713881	1.4507778957713993
4019	17,31,36,64	24	0.9815078236130867	1.45275808908575
4020	4,19,31,54	24	0.9815340909090909	1.4527969680695243
4021	36,39,59	30	0.919631093544137	1.362636179466474
4022	31,34,54	45	0.9359145527369827	1.3882564625097547
4023	16,31,59,60	37	0.9787535410764873	1.4486813959220186
4024	47,52,59	6	0.94141689373297	1.4146919079215188
4025	3,24,52	23	0.945280437756498	1.4006413368047896
4026	18,38,39	6	0.9289544235924933	1.395964226510857
4027	38,50,51	30	0.9298245614035088	1.3777400490473497
4028	2,31,47,60	59	0.9745403111739745	1.4424452726076658
4029	55,59,62	24	0.9732016925246827	1.4404639444672531
4030	47,53,59	30	0.9323607427055703	1.381497960697071
4031	24,39,60	45	0.9402985074626866	1.3947592500361488
4032	16,57,69	65	0.9690576652601969	1.4358725405683348
4033	36,43,58	3	0.9465753424657535	1.4805684698272512
4034	10,25,57	65	0.967741935483871	1.4339229968782519
4035	2,15,35,36	44	0.9745403111739745	1.4424452726076658
4036	15,44,47,62	4	0.9667590027700831	1.476933376737444
4037	6,31,36,66	24	0.9704225352112676	1.4363504334276334
4038	30,33,62	43	0.93234100135318	1.3799848548492823
4039	34,45,53,57	31	0.9842857142857143	1.4568697253337424
4040	45,52,61	48	0.9517906336088154	1.4102876270031697
4041	12,31,33,47	23	0.953168044077135	1.4123285642347227
4042	15,18,24,51	31	0.9773691654879774	1.4466323416137838
4043	24,29,39,51	31	0.9773691654879774	1.4466323416137838
4044	18,31,59	6	0.9251612903225807	1.3902641854574878
4045	32,33,59,64	51	0.9706703910614525	1.4367172920329554
4046	33,47,64,66	53	0.9705056179775281	1.436473406630541
4047	12,24,36,64	31	0.9788135593220338	1.448770230661399
4048	15,41,64	24	0.9787234042553191	1.4486367895422445
4049	31,37,39,60	29	0.97054698457223	1.4365346345225916
4050	56,66	5	0.9029754204398448	1.3856348879355302
4051	24,39,49	31	0.9760225669957687	1.4446392022773031
4052	31,36,47,51	53	0.9682758620689655	1.4331730804844622
4053	30,35,38,64	57	0.9800853485064012	1.450652642579829
4054	4,18,24,31	15	0.9844851904090268	1.4571649757074532
4055	27,61	7	0.9066147859922179	1.3835162514920003
4056	8,44,51,64	31	0.9786931818181818	1.4485920564398007
4057	12,40,64	31	0.9691011235955056	1.4343945739147226
4058	24,37,51,59	18	0.970873786407767	1.440112031937463
4059	25,31,53	9	0.9425444596443229	1.4163863308504656
4060	24,31,44,53,59	35	0.9800853485064012	1.4522124841309902
4061	8,37,47,57,59	31	0.9913793103448276	1.4673691618208082
4062	31,32,38,51	18	0.9596662030598053	1.423487651040271
4063	17,58,59	31	0.9814814814814815	1.4527190993356407
4064	3,6,47,59	57	0.9786931818181818	1.4485920564398007
4065	38,43,47	17	0.9426229508196722	1.396703684117751
4066	24,44,57,60	59	0.9663865546218487	1.4303766619429725
4067	4,19,47,59	15	0.9857142857142858	1.458984195181832
4068	16,31,33,47	51	0.9663865546218487	1.4303766619429725
4069	35,52,65	18	0.96105702364395	1.4255506766214887
4070	23,57,58	9	0.953232462173315	1.4324474731459413
4071	34,36,64,66	24	0.9731638418079096	1.4404079205277114
4072	43,44,53,57	24	0.9814814814814815	1.4527190993356407
4073	29,45,50	46	0.945280437756498	1.4006413368047896
4074	3,26	21	0.9460916442048517	1.4033522989389513
4075	12,58,60	16	0.9571230982019364	1.4197154244588466
4076	35,39,62	6	0.9439890710382514	1.418557186358463
4077	29,37,39,63	34	0.9664335664335665	1.4319843597262953
4078	31,32,33,47,64	51	0.9717912552891397	1.4383763155622282
4079	30,48,49	39	0.9556786703601108	1.4145276130571778
4080	28,33,35	51	0.9503448275862069	1.4066328382532685
4081	6,36,44,53	24	0.9759547383309759	1.4445388071107248
4082	8,33,47	6	0.9313077939233818	1.3995006979568378
4083	2,35,66	36	0.9748251748251748	1.4428669075285616
4084	11,20,59	57	0.9625520110957004	1.424701043275913
4085	18,47,51,53	35	0.971830985915493	1.4399818264425264
4086	18,31,52,53	24	0.9732394366197183	1.4405198105928805
4087	24,34,47,62	31	0.9829545454545454	1.4548994238843862
4088	18,22,51	35	0.9596100278551533	1.4218737832090336
4089	18,24,31,38,59	47	0.9731638418079096	1.4404079205277114
4090	37,44,60	24	0.9536152796725784	1.4114735288816467
4091	18,24,31,35,47	44	0.9788732394366197	1.4488585649233747
4092	28,31,35,47	44	0.967741935483871	1.4323828003187693
4093	9,28	41	0.9190231362467867	1.360272697903407
4094	36,38,52,53	57	0.9787234042553191	1.4486367895422445
4095	32,51,57,60	59	0.9677871148459384	1.4324496715979624
4096	25,31,65	6	0.946793997271487	1.4227722227264006
4097	12,38,57,64	59	0.9787835926449788	1.448725876116843
4098	8,57,69	65	0.9663865546218487	1.431914701364417
4099	31,36,38,51	33	0.9680111265646731	1.4327812378153808
4100	24,34,37,65	31	0.9787234042553191	1.4486367895422445
4101	9,24,47,65	31	0.9773049645390071	1.4465373159342123
4102	24,30,45	31	0.9759887005649718	1.4445890755945554
4103	18,46,63	50	0.9504814305364512	1.4068350282268847
4104	8,28,35	64	0.9690576652601969	1.4343302499769615
4105	28,32,37	18	0.9666666666666667	1.433871546465734
4106	35,36,44,64	45	0.9452054794520548	1.402037837120486
4107	17,38,51,57	47	0.9843304843304843	1.456935990770577
4108	29,33,36,59	31	0.9843304843304843	1.456935990770577
4109	31,32,35,57	18	0.9558011049723757	1.4177544915521354
4110	24,37,47,57	30	0.9439890710382514	1.3987278923556026
4111	6,36,44	46	0.9186666666666666	1.3612071684587814
4112	4,38,62	44	0.976056338028169	1.4446891877581276
4113	9,24,33,64	31	0.9773371104815864	1.446584896072638
4114	35,39,51,58	31	0.9732394366197183	1.4405198105928805
4115	2,32,44,47	35	0.9774011299435028	1.44823522264747
4116	30,61	68	0.9112801013941698	1.3488120082934112
4117	8,36,64	6	0.9380764163372859	1.4096720847467612
4118	15,29,51	31	0.9719101123595506	1.4385522393463595
4119	19,29,44	31	0.9707112970711297	1.436777838199803
4120	21,24,52	9	0.9375	1.4088058887677208
4121	12,22	6	0.9030612244897959	1.3570538357109474
4122	9,53,61	45	0.9597780859916782	1.4236536087153204
