"K"	"PAC_REAL"	"PAC_REF"	"RCSI"	"MONTECARLO_P"	"BETA_P"	"P_SCORE"
"1"	2	0.769772256728778	0.675010351966874	-0.131366673614757	0.762376237623762	0.75153333687512	0.124051750007489
"2"	3	0.510144927536232	0.591101449275362	0.147292802666104	0.178217821782178	0.181573214858373	0.740948216922697
"3"	4	0.440165631469979	0.5015983436853	0.130648596013049	0.118811881188119	0.159209565486029	0.798030842923719
"4"	5	0.392546583850932	0.42751966873706	0.0853450809096205	0.237623762376238	0.233553746453222	0.631613161769856
"5"	6	0.336231884057971	0.370376811594203	0.0967198440678322	0.207920792079208	0.176758370800293	0.752620010027279
"6"	7	0.310973084886128	0.326654244306418	0.0491958899804266	0.306930693069307	0.319310919774499	0.495786229231562
"7"	8	0.276190476190476	0.292062111801242	0.0558757324853689	0.316831683168317	0.312552001796849	0.50507771523329
"8"	9	0.263768115942029	0.263722567287785	-0.000172699370076357	0.495049504950495	0.510375200562078	0.292110436404266
"9"	10	0.250931677018634	0.240728778467909	-0.0415097997609337	0.653465346534653	0.651146187760684	0.186321497744558
