ANXA3_0	0,5,6,7,9,10,12,13,14,20,21,22,23,26,27,29,30,32,35,36,37,38,39,40,41,43,44,45,48,49,50,51,52,53,56,58,59,60,61,63,65,66,67,69
RNVU1-7_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
SNORA71_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
GREB1_0	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
RNVU1-15_0	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
SOX17_0	27,28,29,32,34,39,41,42,45,46,48,49,51,56,60,61,67,68
SOX17_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,30,31,33,35,36,37,38,40,43,44,47,50,52,53,54,55,57,58,59,62,63,64,65,66,69
SNORA75_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
MST1P2_0	0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,22,24,25,26,27,29,30,31,32,33,34,35,36,39,41,42,43,45,46,48,56,57,58,60,63,64,65,66,67,68,69
MST1P2_1	14,15,17,18,19,20,21,23,28,37,38,40,44,47,49,50,51,52,53,54,55,59,61,62
