"K"	"PAC_REAL"	"PAC_REF"	"RCSI"	"MONTECARLO_P"	"BETA_P"	"P_SCORE"
"1"	2	0.187577639751553	0.55151966873706	1.07848466375356	0.0297029702970297	0.0200736639311308	1.69737335098811
"2"	3	0.408281573498965	0.547142857142857	0.292752865621279	0.0891089108910891	0.0788151982745624	1.10339002755699
"3"	4	0.42815734989648	0.477706004140787	0.10950472120548	0.217821782178218	0.204366721978815	0.689589821049983
"4"	5	0.403312629399586	0.413792960662526	0.0256537371800423	0.435643564356436	0.410612445230929	0.386567891757416
"5"	6	0.366873706004141	0.360977225672878	-0.0162027939364502	0.623762376237624	0.57438273157033	0.240798625340356
"6"	7	0.308902691511387	0.319221532091097	0.0328590066270902	0.386138613861386	0.369289089889379	0.432633522760152
"7"	8	0.269565217391304	0.285503105590062	0.0574425516563799	0.277227722772277	0.286636720207879	0.542668174154565
"8"	9	0.241407867494824	0.258405797101449	0.0680433070139705	0.267326732673267	0.264392864339382	0.577750270138929
"9"	10	0.202070393374741	0.237064182194617	0.159714796671605	0.0495049504950495	0.0894002232570181	1.04866139664961
