"K"	"PAC_REAL"	"PAC_REF"	"RCSI"	"MONTECARLO_P"	"BETA_P"	"P_SCORE"
"1"	2	0.376811594202899	0.667672877846791	0.57205303736404	0.0297029702970297	0.0216267405167829	1.66500893050285
"2"	3	0.476190476190476	0.585254658385093	0.206229131736464	0.148514851485149	0.121539857007488	0.915281278938969
"3"	4	0.488612836438923	0.497875776397516	0.018780170567995	0.485148514851485	0.444453767031228	0.352173408523909
"4"	5	0.412422360248447	0.42503933747412	0.0301337529236924	0.396039603960396	0.405554733412141	0.391950525386793
"5"	6	0.340372670807453	0.366525879917184	0.0740280245714857	0.257425742574257	0.248961347958009	0.603868073271942
"6"	7	0.304347826086957	0.32328364389234	0.0603588802277533	0.267326732673267	0.289260391315574	0.538711030613197
"7"	8	0.27536231884058	0.289561076604555	0.050278493937421	0.346534653465347	0.328203077737983	0.483857350649301
"8"	9	0.234368530020704	0.261527950310559	0.109646371247391	0.198019801980198	0.18188074806743	0.740213268229362
"9"	10	0.212836438923395	0.239035196687371	0.116086829212593	0.168316831683168	0.174013455515499	0.75941716878523
