"K"	"PAC_REAL"	"PAC_REF"	"RCSI"	"MONTECARLO_P"	"BETA_P"	"P_SCORE"
"1"	2	0.286128364389234	0.640149068322981	0.805260531823764	0.0198019801980198	0.0134432813490156	1.87149471209806
"2"	3	0.429399585921325	0.57839751552795	0.297873454288399	0.099009900990099	0.0564909222193349	1.24802133530972
"3"	4	0.431469979296066	0.495242236024845	0.137849073366324	0.168316831683168	0.166717794774979	0.77801804288268
"4"	5	0.363146997929607	0.422306418219462	0.150923454803175	0.108910891089109	0.123208261318737	0.909360171028308
"5"	6	0.310973084886128	0.367879917184265	0.168050208258707	0.0693069306930693	0.0643452180363823	1.19148372315867
"6"	7	0.286128364389234	0.323146997929607	0.121666784981286	0.108910891089109	0.121095919478647	0.916870490859956
"7"	8	0.24472049689441	0.289871635610766	0.169321458861858	0.0693069306930693	0.0555339793742459	1.25544120536129
"8"	9	0.209523809523809	0.262426501035197	0.225133664586141	0.0297029702970297	0.0223518647400513	1.65068623930913
"9"	10	0.194616977225673	0.239635610766046	0.208086073499684	0.0297029702970297	0.0348288061378379	1.45806141203718
