"K"	"PAC_REAL"	"PAC_REF"	"RCSI"	"MONTECARLO_P"	"BETA_P"	"P_SCORE"
"1"	2	0.230227743271222	0.620836438923395	0.991998656719765	0.0198019801980198	0.00761815774501171	2.11815003888446
"2"	3	0.413250517598344	0.563565217391304	0.310229073851583	0.099009900990099	0.055527247524823	1.25549385388936
"3"	4	0.436853002070393	0.486430641821946	0.107497567028918	0.257425742574257	0.225917815835581	0.646049519349697
"4"	5	0.376811594202899	0.417714285714286	0.103052359407996	0.227722772277228	0.213751684392561	0.670090454286282
"5"	6	0.31304347826087	0.362380952380952	0.146353924057312	0.108910891089109	0.103555484348032	0.984826895717755
"6"	7	0.28944099378882	0.318745341614907	0.0964410266950997	0.168316831683168	0.186691828767244	0.728874690079611
"7"	8	0.25879917184265	0.285304347826087	0.0975041349600319	0.198019801980198	0.192590421218684	0.715365316979497
"8"	9	0.223188405797101	0.258103519668737	0.145344459668417	0.099009900990099	0.105866119416533	0.975243005942507
"9"	10	0.199171842650104	0.235962732919255	0.169505898195983	0.0693069306930693	0.078453822025356	1.10538589408993
