TARGET-30-PAMZGT-01A-01R	2
TARGET-30-PASXGP-01A-01R	0
TARGET-30-PANUKV-01A-01R	0
TARGET-30-PASJZC-01A-01R	2
TARGET-30-PASGUT-01A-01R	1
TARGET-30-PATEKG-01A-01R	2
TARGET-30-PAPUEB-01A-01R	1
TARGET-30-PANLET-01A-01R	1
TARGET-30-PANZRV-01A-01R	0
TARGET-30-PASXHE-01A-01R	1
TARGET-30-PAIPGU-01A-01R	1
TARGET-30-PASXIE-01A-01R	0
TARGET-30-PASDZJ-01A-01R	1
TARGET-30-PASFRV-01A-01R	1
TARGET-30-PASGPY-01A-01R	1
TARGET-30-PASLGS-01A-01R	1
TARGET-30-PASCLP-01A-01R	0
TARGET-30-PARRBU-01A-01R	2
TARGET-30-PARSHT-01A-01R	0
